name_x,article_url_x,qid,summary_x,name_y,article_url_y,summary_y,gender_raw,birthdate_raw,citizenship_raw,occupation_raw,field_raw,birth_year,gender_qid
Armen Alchian,https://en.wikipedia.org/wiki/Armen_Alchian,Q240448,"Armen Albert Alchian (; April 12, 1914 – February 19, 2013) was an American economist who made major contributions to microeconomic theory and the theory of the firm. He spent almost his entire career at the University of California, Los Angeles (UCLA), and is credited with turning its economics department into one of the country's best. He is also known as one of the founders of new institutional economics, and widely acknowledged for his work on property rights.",Armen Alchian,https://en.wikipedia.org/wiki/Armen_Alchian,"Armen Albert Alchian (; April 12, 1914 – February 19, 2013) was an American economist who made major contributions to microeconomic theory and the theory of the firm. He spent almost his entire career at the University of California, Los Angeles (UCLA), and is credited with turning its economics department into one of the country's best. He is also known as one of the founders of new institutional economics, and widely acknowledged for his work on property rights.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1914-04-12T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}, {'entity-type': 'item', 'numeric-id': 3400985, 'id': 'Q3400985'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1914.0,Q6581097
Alberto Alesina,https://en.wikipedia.org/wiki/Alberto_Alesina,Q1387534,"Alberto Francesco Alesina (29 April 1957 – 23 May 2020) was an Italian economist who was the Nathaniel Ropes Professor of Political Economy at Harvard University from 2003 until his death in 2020. He was known principally as an economist of politics and culture, and was famed for his usage of economic tools to study social and political issues. He was described as having “almost single-handedly” established the modern field of political economy, and as a likely contender for the Nobel Memorial Prize in Economic Sciences.",Alberto Alesina,https://en.wikipedia.org/wiki/Alberto_Alesina,"Alberto Francesco Alesina (29 April 1957 – 23 May 2020) was an Italian economist who was the Nathaniel Ropes Professor of Political Economy at Harvard University from 2003 until his death in 2020. He was known principally as an economist of politics and culture, and was famed for his usage of economic tools to study social and political issues. He was described as having “almost single-handedly” established the modern field of political economy, and as a likely contender for the Nobel Memorial Prize in Economic Sciences.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1957-04-29T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 38, 'id': 'Q38'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1957.0,Q6581097
Sidney S. Alexander,https://en.wikipedia.org/wiki/Sidney_S._Alexander,Q7509319,"Sidney Stuart Alexander (May 3, 1916 – February 19, 2005) was an American economist who was associated with the Massachusetts Institute of Technology.
Alexander graduated summa cum laude from Harvard College in 1936. Continuing at Harvard University, he received a master's degree in 1938 and a doctorate in 1946.
Robert M Solow lists him among his teachers saying ""The Harvard of my time taught statistics scandalously badly. I would hardly have known what I was missing if Sidney Alexander, filling in for a couple of weeks as lecturer in the graduate course in economic statistics, had not lifted the curtain and let the class peek at the real thing"". 
During World War II, Alexander served as a director of research in the Office of Strategic Services (OSS).
From 1956 until his retirement, Alexander taught at MIT, in both the MIT Sloan School of Management and the Economics Department.",Sidney S. Alexander,https://en.wikipedia.org/wiki/Sidney_S._Alexander,"Sidney Stuart Alexander (May 3, 1916 – February 19, 2005) was an American economist who was associated with the Massachusetts Institute of Technology.
Alexander graduated summa cum laude from Harvard College in 1936. Continuing at Harvard University, he received a master's degree in 1938 and a doctorate in 1946.
Robert M Solow lists him among his teachers saying ""The Harvard of my time taught statistics scandalously badly. I would hardly have known what I was missing if Sidney Alexander, filling in for a couple of weeks as lecturer in the graduate course in economic statistics, had not lifted the curtain and let the class peek at the real thing"". 
During World War II, Alexander served as a director of research in the Office of Strategic Services (OSS).
From 1956 until his retirement, Alexander taught at MIT, in both the MIT Sloan School of Management and the Economics Department.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1916-05-03T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]",,"[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1916.0,Q6581097
Maurice Allais,https://en.wikipedia.org/wiki/Maurice_Allais,Q105962,"Maurice Félix Charles Allais (French pronunciation: [mɔʁis feliks ʃaʁl alɛ]; 31 May 1911 – 9 October 2010) was a French physicist and economist, the 1988 winner of the Nobel Memorial Prize in Economic Sciences ""for his pioneering contributions to the theory of markets and efficient utilization of resources"", along with John Hicks (Value and Capital, 1939) and Paul Samuelson (The Foundations of Economic Analysis, 1947), to neoclassical synthesis. They formalize the self-regulation of markets, which Keynes refuted but reiterated some of Allais's ideas.
Born in Paris, France, Allais attended the Lycée Lakanal, graduated from the École Polytechnique in Paris and studied at the École nationale supérieure des mines de Paris. His academic and other posts have included being Professor of Economics at the École Nationale Supérieure des Mines de Paris (since 1944) and Director of its Economic Analysis Centre (since 1946). In 1949, he received the title of doctor-engineer from the University of Paris, Faculty of Science. He also held teaching positions at various institutions, including at the university of Paris X–Nanterre. His first works oriented him towards the sciences of the concrete and the experiments of fundamental physics, on which he will also publish numerous works, notably on pendular oscillations and the laws of gravitation. It's after a trip in 1933 to the United States during the Great Depression, that he decides to make the economy. Allais died at his home in Saint-Cloud, near Paris, at the age of 99.
Allais considered Léon Walras, Wilfredo Pareto, and Irving Fisher to be his primary influences. He was reluctant to write in or translate his work into English, and many of his major contributions became known to the dominant community only when they were independently rediscovered or popularized by English-speaking economists. At the same time, he claimed Keynes's liberalism and declared himself in favor of an important public sector. Allais attended the inaugural meeting of the Mont Pelerin Society, but he was alone among the attendees to refuse to sign the statement of aims because of a disagreement over the extent of property rights. He exerted an important influence, at the end of the war, on French economists such as Gérard Debreu, Jacques Lesourne, Edmond Malinvaud and Marcel Boiteux.
Paul Samuelson said ""Had Allais earliest writings been in English, a generation of economic theory would have taken a different course"", and felt the Nobel Prize should have been awarded to him much earlier. Assar Lindbeck, the chairman of the selection committee, considered Allais as ""a giant within the world of economic analysis"".

",Maurice Allais,https://en.wikipedia.org/wiki/Maurice_Allais,"Maurice Félix Charles Allais (French pronunciation: [mɔʁis feliks ʃaʁl alɛ]; 31 May 1911 – 9 October 2010) was a French physicist and economist, the 1988 winner of the Nobel Memorial Prize in Economic Sciences ""for his pioneering contributions to the theory of markets and efficient utilization of resources"", along with John Hicks (Value and Capital, 1939) and Paul Samuelson (The Foundations of Economic Analysis, 1947), to neoclassical synthesis. They formalize the self-regulation of markets, which Keynes refuted but reiterated some of Allais's ideas.
Born in Paris, France, Allais attended the Lycée Lakanal, graduated from the École Polytechnique in Paris and studied at the École nationale supérieure des mines de Paris. His academic and other posts have included being Professor of Economics at the École Nationale Supérieure des Mines de Paris (since 1944) and Director of its Economic Analysis Centre (since 1946). In 1949, he received the title of doctor-engineer from the University of Paris, Faculty of Science. He also held teaching positions at various institutions, including at the university of Paris X–Nanterre. His first works oriented him towards the sciences of the concrete and the experiments of fundamental physics, on which he will also publish numerous works, notably on pendular oscillations and the laws of gravitation. It's after a trip in 1933 to the United States during the Great Depression, that he decides to make the economy. Allais died at his home in Saint-Cloud, near Paris, at the age of 99.
Allais considered Léon Walras, Wilfredo Pareto, and Irving Fisher to be his primary influences. He was reluctant to write in or translate his work into English, and many of his major contributions became known to the dominant community only when they were independently rediscovered or popularized by English-speaking economists. At the same time, he claimed Keynes's liberalism and declared himself in favor of an important public sector. Allais attended the inaugural meeting of the Mont Pelerin Society, but he was alone among the attendees to refuse to sign the statement of aims because of a disagreement over the extent of property rights. He exerted an important influence, at the end of the war, on French economists such as Gérard Debreu, Jacques Lesourne, Edmond Malinvaud and Marcel Boiteux.
Paul Samuelson said ""Had Allais earliest writings been in English, a generation of economic theory would have taken a different course"", and felt the Nobel Prize should have been awarded to him much earlier. Assar Lindbeck, the chairman of the selection committee, considered Allais as ""a giant within the world of economic analysis"".

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1911-05-31T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 142, 'id': 'Q142'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 169470, 'id': 'Q169470'}, {'entity-type': 'item', 'numeric-id': 81096, 'id': 'Q81096'}, {'entity-type': 'item', 'numeric-id': 1650915, 'id': 'Q1650915'}]",,1911.0,Q6581097
Franklin Allen,https://en.wikipedia.org/wiki/Franklin_Allen,Q1445157,"Franklin Allen,  (born 6 March 1956) is a British economist and academic. Since 2014, he has been professor of finance and economics, and executive director of the Brevan Howard Centre at Imperial College London. He was the Nippon Life Professor of Finance and Economics at the Wharton School of the University of Pennsylvania. He is most active in the research areas of financial innovations, asset price bubbles, the comparison of financial systems, and financial crises.",Franklin Allen,https://en.wikipedia.org/wiki/Franklin_Allen,"Franklin Allen,  (born 6 March 1956) is a British economist and academic. Since 2014, he has been professor of finance and economics, and executive director of the Brevan Howard Centre at Imperial College London. He was the Nippon Life Professor of Finance and Economics at the Wharton School of the University of Pennsylvania. He is most active in the research areas of financial innovations, asset price bubbles, the comparison of financial systems, and financial crises.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1956-03-06T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]",,1956.0,Q6581097
R. G. D. Allen,https://en.wikipedia.org/wiki/R._G._D._Allen,Q596403,"Sir Roy George Douglas Allen, CBE, FBA (3 June 1906 – 29 September 1983) was an English economist, mathematician and statistician, also member of the International Statistical Institute.",R. G. D. Allen,https://en.wikipedia.org/wiki/R._G._D._Allen,"Sir Roy George Douglas Allen, CBE, FBA (3 June 1906 – 29 September 1983) was an English economist, mathematician and statistician, also member of the International Statistical Institute.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1906-06-03T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, {'entity-type': 'item', 'numeric-id': 174193, 'id': 'Q174193'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 2732142, 'id': 'Q2732142'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1906.0,Q6581097
Gar Alperovitz,https://en.wikipedia.org/wiki/Gar_Alperovitz,Q5521811,"Gar Alperovitz (born May 5, 1936) is an American historian and political economist. Alperovitz served as a fellow of King's College, Cambridge; a founding fellow of the Harvard Institute of Politics; a founding Fellow at the Institute for Policy Studies; a guest scholar at the Brookings Institution; and the Lionel R. Bauman Professor of Political Economy at the University of Maryland Department of Government and Politics from 1999 to 2015. He also served as a legislative director in the US House of Representatives and the US Senate and as a special assistant in the US Department of State. Alperovitz is a distinguished lecturer with the American Historical Society, co-founded the Democracy Collaborative and co-chairs its Next System Project with James Gustav Speth.

",Gar Alperovitz,https://en.wikipedia.org/wiki/Gar_Alperovitz,"Gar Alperovitz (born May 5, 1936) is an American historian and political economist. Alperovitz served as a fellow of King's College, Cambridge; a founding fellow of the Harvard Institute of Politics; a founding Fellow at the Institute for Policy Studies; a guest scholar at the Brookings Institution; and the Lionel R. Bauman Professor of Political Economy at the University of Maryland Department of Government and Politics from 1999 to 2015. He also served as a legislative director in the US House of Representatives and the US Senate and as a special assistant in the US Department of State. Alperovitz is a distinguished lecturer with the American Historical Society, co-founded the Democracy Collaborative and co-chairs its Next System Project with James Gustav Speth.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1936-05-05T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 201788, 'id': 'Q201788'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}, {'entity-type': 'item', 'numeric-id': 36442, 'id': 'Q36442'}, {'entity-type': 'item', 'numeric-id': 115161685, 'id': 'Q115161685'}, {'entity-type': 'item', 'numeric-id': 309, 'id': 'Q309'}]",1936.0,Q6581097
Lee J. Alston,https://en.wikipedia.org/wiki/Lee_J._Alston,Q6514082,"Lee J. Alston (born March 29, 1951) is the Ostrom Chair, Professor of Economics and Law, and Director of the Ostrom Workshop at Indiana University.  He is also a research associate at the National Bureau of Economic Research. On August 6, 2014, Alston was appointed director of the Vincent and Elinor Ostrom Workshop in Political Theory and Policy Analysis at Indiana University, Bloomington, from which he received his B.A. in 1973.
His research has focused on institutions and contracts and their role in influencing rural land use in the US and Brazil.
In 2012 Alston was awarded a Clio Can award by the Cliometric Society for Exceptional Support to the Field of Cliometrics.",Lee J. Alston,https://en.wikipedia.org/wiki/Lee_J._Alston,"Lee J. Alston (born March 29, 1951) is the Ostrom Chair, Professor of Economics and Law, and Director of the Ostrom Workshop at Indiana University.  He is also a research associate at the National Bureau of Economic Research. On August 6, 2014, Alston was appointed director of the Vincent and Elinor Ostrom Workshop in Political Theory and Policy Analysis at Indiana University, Bloomington, from which he received his B.A. in 1973.
His research has focused on institutions and contracts and their role in influencing rural land use in the US and Brazil.
In 2012 Alston was awarded a Clio Can award by the Cliometric Society for Exceptional Support to the Field of Cliometrics.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1951-03-29T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 47398, 'id': 'Q47398'}, {'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1951.0,Q6581097
Elisabeth Altmann-Gottheiner,https://en.wikipedia.org/wiki/Elisabeth_Altmann-Gottheiner,Q78060,"Elisabeth Altmann-Gottheiner (March 26, 1874 – October 21, 1930) was one of the first women to become a university lecturer in Germany and a women's rights activist.
She was born in Berlin. In 1904, she received a doctorate in Zürich, Switzerland. By 1908, she was a lecturer at the economic College in Mannheim, and by 1924 had a professorship in economics. She died in Mannheim, aged 56.",Elisabeth Altmann-Gottheiner,https://en.wikipedia.org/wiki/Elisabeth_Altmann-Gottheiner,"Elisabeth Altmann-Gottheiner (March 26, 1874 – October 21, 1930) was one of the first women to become a university lecturer in Germany and a women's rights activist.
She was born in Berlin. In 1904, she received a doctorate in Zürich, Switzerland. By 1908, she was a lecturer at the economic College in Mannheim, and by 1924 had a professorship in economics. She died in Mannheim, aged 56.","[{'entity-type': 'item', 'numeric-id': 6581072, 'id': 'Q6581072'}]","[{'time': '+1874-03-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 183, 'id': 'Q183'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 82955, 'id': 'Q82955'}]","[{'entity-type': 'item', 'numeric-id': 8242, 'id': 'Q8242'}, {'entity-type': 'item', 'numeric-id': 7163, 'id': 'Q7163'}, {'entity-type': 'item', 'numeric-id': 1494494, 'id': 'Q1494494'}]",1874.0,Q6581072
Fernando Alvarez,https://en.wikipedia.org/wiki/Fernando_Alvarez_(economist),Q5444584,"Fernando Enrique Alvarez (born 1964) is an Argentine macroeconomist. He is professor of economics at the University of Chicago. He received his B.A. in Economics at Universidad Nacional de La Plata in 1989 and his Ph.D. from the University of Minnesota in 1994. He was elected a Fellow of the Econometric Society in 2008. He was named a Fellow of the American Academy of Arts and Sciences in 2018.
Fernando Alvarez's most influential contribution seems to be his work with Urban Jermann (Wharton) on endogenously incomplete markets. They show how the limited commitment model of Timothy Kehoe and David Levine and also of Narayana Kocherlakota can be decentralized with certain borrowing constraints. They also showed how this model could explain some feature of asset prices, such as the equity premium. Several papers have used their model later on to explain other macroeconomic phenomena.
Fernando Alvarez has also presented a new estimate of the welfare cost of business cycles, which is based on observed asset prices (with Urban Jermann). His other work includes models of monetary economies with segmented markets and search models with incomplete markets.",Fernando Alvarez,https://en.wikipedia.org/wiki/Fernando_Alvarez_(economist),"Fernando Enrique Alvarez (born 1964) is an Argentine macroeconomist. He is professor of economics at the University of Chicago. He received his B.A. in Economics at Universidad Nacional de La Plata in 1989 and his Ph.D. from the University of Minnesota in 1994. He was elected a Fellow of the Econometric Society in 2008. He was named a Fellow of the American Academy of Arts and Sciences in 2018.
Fernando Alvarez's most influential contribution seems to be his work with Urban Jermann (Wharton) on endogenously incomplete markets. They show how the limited commitment model of Timothy Kehoe and David Levine and also of Narayana Kocherlakota can be decentralized with certain borrowing constraints. They also showed how this model could explain some feature of asset prices, such as the equity premium. Several papers have used their model later on to explain other macroeconomic phenomena.
Fernando Alvarez has also presented a new estimate of the welfare cost of business cycles, which is based on observed asset prices (with Urban Jermann). His other work includes models of monetary economies with segmented markets and search models with incomplete markets.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1964-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 414, 'id': 'Q414'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1964.0,Q6581097
